name,host_star,ltr,disc_year,orb_period_ed,radius_e,circumference_k,circumference_m,mass_e,density_e,solar_flux,habit_code,temp_c,temp_f,disc_facility,disc_method
GJ 3998 b,GJ 3998,b,2016,2.65,1.38,"55,242","34,328",2.5,0.9365,,0,,,Roque de los Muchachos Observatory,Radial Velocity
GJ 3998 c,GJ 3998,c,2016,13.74,2.38,"95,272","59,203",6.3,0.4628,,0,,,Roque de los Muchachos Observatory,Radial Velocity
GJ 411 b,GJ 411,b,2019,12.95,1.54,"61,646","38,308",3.0,0.8167,,0,77.0,171.0,Haute-Provence Observatory,Radial Velocity
GJ 422 b,GJ 422,b,2014,20.13,3.33,"133,300","82,834",11.1,0.2995,,0,,,Multiple Observatories,Radial Velocity
GJ 4276 b,GJ 4276,b,2019,13.35,4.22,"168,927","104,973",16.6,0.2196,,0,,,Calar Alto Observatory,Radial Velocity
GJ 433 b,GJ 433,b,2011,7.37,2.33,"93,270","57,959",6.0,0.4773,,0,,,La Silla Observatory,Radial Velocity
GJ 433 c,GJ 433,c,2014,5094.1,6.27,"250,989","155,967",32.4,0.1312,,0,,,Multiple Observatories,Radial Velocity
GJ 433 d,GJ 433,d,2020,36.06,2.14,"85,665","53,233",5.2,0.5318,,0,,,Multiple Facilities,Radial Velocity
GJ 436 b,GJ 436,b,2004,2.64,4.17,"166,926","103,729",22.1,0.3267,,0,413.0,775.0,W. M. Keck Observatory,Radial Velocity
GJ 480 b,GJ 480,b,2020,9.57,3.69,"147,711","91,789",13.2,0.2613,,0,,,Multiple Observatories,Radial Velocity
GJ 504 b,GJ 504,b,2013,,13.0,"520,392","323,377",1271.3,0.5771,,0,237.0,459.0,Subaru Telescope,Imaging
GJ 536 b,GJ 536,b,2016,8.71,2.17,"86,865","53,979",5.4,0.5227,,0,,,La Silla Observatory,Radial Velocity
GJ 581 b,GJ 581,b,2005,5.37,4.11,"164,524","102,237",15.8,0.2269,,0,,,La Silla Observatory,Radial Velocity
GJ 581 c,GJ 581,c,2007,12.91,2.21,"88,467","54,974",5.5,0.5082,,0,,,La Silla Observatory,Radial Velocity
GJ 581 e,GJ 581,e,2009,3.15,1.17,"46,835","29,104",1.7,1.0581,,0,,,La Silla Observatory,Radial Velocity
GJ 625 b,GJ 625,b,2017,14.63,1.49,"59,645","37,064",2.8,0.8494,,0,,,Multiple Observatories,Radial Velocity
GJ 649 b,GJ 649,b,2009,598.3,12.5,"500,377","310,939",104.2,0.0532,,0,,,W. M. Keck Observatory,Radial Velocity
GJ 667 C b,GJ 667 C,b,2011,7.2,2.23,"89,267","55,472",5.6,0.5027,,0,,,La Silla Observatory,Radial Velocity
GJ 667 C c,GJ 667 C,c,2011,28.14,1.77,"70,853","44,029",3.8,0.6842,,1,,,La Silla Observatory,Radial Velocity
GJ 667 C e,GJ 667 C,e,2013,62.24,1.45,"58,044","36,069",2.7,0.8838,,1,,,La Silla Observatory,Radial Velocity
GJ 667 C f,GJ 667 C,f,2013,39.03,1.45,"58,044","36,069",2.7,0.8838,,1,,,La Silla Observatory,Radial Velocity
GJ 667 C g,GJ 667 C,g,2013,256.2,1.99,"79,660","49,502",4.6,0.5826,,0,,,La Silla Observatory,Radial Velocity
GJ 674 b,GJ 674,b,2007,4.69,3.33,"133,300","82,834",11.1,0.2995,,0,,,La Silla Observatory,Radial Velocity
GJ 676 A b,GJ 676 A,b,2010,1056.8,12.7,"508,383","315,914",2129.5,1.0363,,0,,,La Silla Observatory,Radial Velocity
GJ 676 A c,GJ 676 A,c,2016,7337.0,12.7,"508,383","315,914",2161.2,1.0526,,0,,,Paranal Observatory,Radial Velocity
GJ 676 A d,GJ 676 A,d,2012,3.6,1.93,"77,258","48,009",4.4,0.6098,,0,,,La Silla Observatory,Radial Velocity
GJ 676 A e,GJ 676 A,e,2012,35.39,2.77,"110,884","68,904",8.1,0.3793,,0,,,La Silla Observatory,Radial Velocity
GJ 682 b,GJ 682,b,2014,17.48,1.93,"77,258","48,009",4.4,0.6098,,1,,,Multiple Observatories,Radial Velocity
GJ 682 c,GJ 682,c,2014,57.32,2.89,"115,687","71,889",8.7,0.3593,,0,,,Multiple Observatories,Radial Velocity
GJ 685 b,GJ 685,b,2019,24.16,2.95,"118,089","73,382",9.0,0.3503,,0,,,Qatar,Radial Velocity
GJ 687 b,GJ 687,b,2014,38.14,4.32,"172,930","107,461",17.2,0.2123,,0,,,Lick Observatory,Radial Velocity
GJ 687 c,GJ 687,c,2020,727.56,4.14,"165,725","102,983",16.0,0.225,,0,,,Multiple Observatories,Radial Velocity
GJ 832 b,GJ 832,b,2008,3657.0,14.0,"560,422","348,252",216.0,0.0786,,0,,,Anglo-Australian Telescope,Radial Velocity
GJ 832 c,GJ 832,c,2014,35.68,2.18,"87,266","54,228",5.4,0.5191,,2,,,Multiple Observatories,Radial Velocity
GJ 849 b,GJ 849,b,2006,1882.0,13.8,"552,416","343,277",317.8,0.1207,,0,,,W. M. Keck Observatory,Radial Velocity
GJ 86 b,GJ 86,b,1999,15.76,12.9,"516,389","320,889",1404.8,0.6534,,0,,,La Silla Observatory,Radial Velocity
GJ 876 b,GJ 876,b,1998,61.12,13.3,"532,401","330,839",723.2,0.3067,,0,,,Multiple Observatories,Radial Velocity
GJ 876 c,GJ 876,c,2000,30.09,14.0,"560,422","348,252",227.0,0.0826,,0,,,Multiple Observatories,Radial Velocity
GJ 876 d,GJ 876,d,2005,1.94,2.51,"100,476","62,437",6.8,0.4301,,0,,,W. M. Keck Observatory,Radial Velocity
GJ 876 e,GJ 876,e,2010,124.26,3.92,"156,918","97,511",14.6,0.2414,,0,,,W. M. Keck Observatory,Radial Velocity
GJ 887 b,GJ 887,b,2020,9.26,1.88,"75,257","46,765",4.2,0.6298,7.95,0,195.0,383.0,La Silla Observatory,Radial Velocity
GJ 887 c,GJ 887,c,2020,21.79,2.67,"106,881","66,417",7.6,0.3975,2.56,0,79.0,174.0,La Silla Observatory,Radial Velocity
GJ 9066 b,GJ 83.1,b,2020,241.88,6.1,"244,184","151,738",30.9,0.1358,,0,,,Multiple Observatories,Radial Velocity
GJ 9066 c,GJ 83.1,c,2020,767.89,10.0,"400,302","248,751",71.6,0.0713,,0,,,Multiple Observatories,Radial Velocity
GJ 96 b,GJ 96,b,2018,73.94,4.67,"186,941","116,167",19.7,0.1924,,0,,,Haute-Provence Observatory,Radial Velocity
GJ 9827 b,GJ 9827,b,2017,1.21,1.577,"63,128","39,228",4.9,1.2577,315,0,771.0,1420.0,K2,Transit
GJ 9827 c,GJ 9827,c,2017,3.65,1.241,"49,677","30,870",0.8,0.4392,72,0,449.0,840.0,K2,Transit
GJ 9827 d,GJ 9827,d,2017,6.2,2.022,"80,941","50,298",4.0,0.4882,35.6,0,332.0,630.0,K2,Transit
GQ Lup b,GQ Lup,b,2004,,33.6,"1,345,014","835,804",6356.0,0.1672,,0,2377.0,4311.0,Paranal Observatory,Imaging
GSC 06214-00210 b,GSC 06214-00210,b,2010,,20.176,"807,649","501,881",5000.0,0.608,,0,2027.0,3681.0,Palomar Observatory,Imaging
GU Psc b,GU Psc,b,2014,,14.179,"567,588","352,704",3591.3,1.2559,,0,777.0,1431.0,Gemini Observatory,Imaging
Gl 378 b,Gl 378,b,2019,3.82,3.66,"146,510","91,043",13.0,0.265,,0,557.0,1035.0,Haute-Provence Observatory,Radial Velocity
Gl 49 b,Gl 49,b,2019,13.85,2.24,"89,668","55,720",5.6,0.4991,,0,,,Multiple Observatories,Radial Velocity
Gl 686 b,Gl 686,b,2018,15.53,2.46,"98,474","61,193",6.6,0.4446,,0,106.0,223.0,Roque de los Muchachos Observatory,Radial Velocity
HAT-P-1 b,HAT-P-1,b,2006,4.47,14.785,"591,846","367,779",166.9,0.0512,,0,1049.0,1920.0,HATNet,Transit
HAT-P-11 b,HAT-P-11,b,2008,4.89,4.36,"174,532","108,456",26.7,0.3049,100.77,0,565.0,1049.0,HATNet,Transit
HAT-P-11 c,HAT-P-11,c,2018,3407.0,13.3,"532,401","330,839",731.0,0.3103,,0,,,W. M. Keck Observatory,Radial Velocity
HAT-P-12 b,HAT-P-12,b,2009,3.21,10.749,"430,284","267,383",67.1,0.0579,,0,690.0,1274.0,HATNet,Transit
HAT-P-13 b,HAT-P-13,b,2009,2.92,14.258,"570,750","354,670",270.5,0.0657,,0,1467.0,2673.0,HATNet,Transit
HAT-P-13 c,HAT-P-13,c,2009,446.27,12.3,"492,371","305,964",4538.4,2.4319,,0,67.0,153.0,W. M. Keck Observatory,Radial Velocity
HAT-P-14 b,HAT-P-14,b,2010,4.63,15.917,"637,160","395,937",1093.3,0.2831,,0,1351.0,2464.0,HATNet,Transit
HAT-P-15 b,HAT-P-15,b,2010,10.86,11.882,"475,639","295,566",616.6,0.3557,,0,631.0,1168.0,HATNet,Transit
HAT-P-16 b,HAT-P-16,b,2010,2.78,14.448,"578,356","359,396",1332.6,0.4392,,0,1353.0,2467.0,HATNet,Transit
HAT-P-17 b,HAT-P-17,b,2010,10.34,11.769,"471,115","292,755",184.3,0.1162,,0,519.0,966.0,HATNet,Transit
HAT-P-17 c,HAT-P-17,c,2010,5584.0,13.1,"524,395","325,864",1080.6,0.4791,,0,,,W. M. Keck Observatory,Radial Velocity
HAT-P-18 b,HAT-P-18,b,2010,5.51,11.153,"446,457","277,432",62.6,0.0454,,0,579.0,1074.0,HATNet,Transit
HAT-P-19 b,HAT-P-19,b,2010,4.01,12.689,"507,943","315,641",92.8,0.0454,,0,737.0,1359.0,HATNet,Transit
HAT-P-2 b,HAT-P-2,b,2007,5.63,10.66,"426,722","265,169",2765.1,1.323,,0,1267.0,2313.0,HATNet,Transit
HAT-P-20 b,HAT-P-20,b,2010,2.88,9.718,"389,013","241,737",2302.9,2.5009,,0,697.0,1287.0,HATNet,Transit
HAT-P-21 b,HAT-P-21,b,2010,4.12,12.442,"498,055","309,496",1547.8,0.8348,,0,1010.0,1850.0,HATNet,Transit
HAT-P-22 b,HAT-P-22,b,2010,3.21,12.89,"515,989","320,640",785.0,0.3884,,0,1190.0,2174.0,HATNet,Transit
HAT-P-23 b,HAT-P-23,b,2010,1.21,12.218,"489,089","303,924",425.9,0.2552,,0,1678.0,3052.0,HATNet,Transit
HAT-P-24 b,HAT-P-24,b,2010,3.36,14.572,"583,320","362,480",238.4,0.0799,,0,1364.0,2487.0,HATNet,Transit
HAT-P-25 b,HAT-P-25,b,2010,3.65,12.722,"509,264","316,461",180.8,0.0877,325,0,909.0,1668.0,HATNet,Transit
HAT-P-26 b,HAT-P-26,b,2010,4.23,7.062,"282,693","175,668",22.2,0.0726,,0,728.0,1342.0,HATNet,Transit
HAT-P-27 b,HAT-P-27,b,2011,3.04,11.43,"457,545","284,323",197.0,0.1379,,0,,,HATNet,Transit
HAT-P-28 b,HAT-P-28,b,2011,3.26,13.585,"543,810","337,929",199.0,0.0799,,0,1111.0,2032.0,HATNet,Transit
HAT-P-29 b,HAT-P-29,b,2011,5.72,13.115,"524,996","326,237",279.7,0.1434,433,0,998.0,1828.0,HATNet,Transit
HAT-P-3 b,HAT-P-3,b,2007,2.9,10.536,"421,758","262,084",206.6,0.1552,,0,916.0,1681.0,HATNet,Transit
HAT-P-30 b,HAT-P-30,b,2011,2.81,16.141,"646,127","401,509",263.8,0.0561,,0,1357.0,2475.0,HATNet,Transit
HAT-P-31 b,HAT-P-31,b,2011,5.01,12.218,"489,089","303,924",721.5,0.3956,,0,1177.0,2151.0,HATNet,Transit
HAT-P-32 b,HAT-P-32,b,2011,2.15,22.194,"888,430","552,079",216.1,0.0196,1841,0,1563.0,2845.0,HATNet,Transit
HAT-P-33 b,HAT-P-33,b,2011,3.47,20.737,"830,106","515,836",292.4,0.0363,,0,1509.0,2748.0,HATNet,Transit
HAT-P-34 b,HAT-P-34,b,2011,5.45,13.417,"537,085","333,750",1058.4,0.4537,,0,1247.0,2277.0,HATNet,Transit
HAT-P-35 b,HAT-P-35,b,2011,3.65,14.93,"597,650","371,386",335.6,0.0998,,0,1308.0,2386.0,HATNet,Transit
HAT-P-36 b,HAT-P-36,b,2011,1.33,14.314,"572,992","356,063",587.4,0.2132,1821,0,1508.0,2746.0,HATNet,Transit
HAT-P-37 b,HAT-P-37,b,2011,2.8,13.204,"528,558","328,451",371.5,0.1615,,0,998.0,1828.0,HATNet,Transit
HAT-P-38 b,HAT-P-38,b,2012,4.64,9.247,"370,159","230,020",84.9,0.1071,,0,809.0,1488.0,HATNet,Transit
HAT-P-39 b,HAT-P-39,b,2012,3.54,17.609,"704,891","438,026",190.4,0.0345,,0,1479.0,2694.0,HATNet,Transit
HAT-P-4 b,HAT-P-4,b,2007,3.06,14.28,"571,631","355,217",213.3,0.0731,,0,1413.0,2575.0,HATNet,Transit
HAT-P-40 b,HAT-P-40,b,2012,4.46,17.038,"682,034","423,822",152.6,0.0272,,0,1497.0,2727.0,HATNet,Transit
HAT-P-41 b,HAT-P-41,b,2012,2.69,22.978,"919,813","571,581",378.2,0.037,,0,1668.0,3034.0,HATNet,Transit
HAT-P-42 b,HAT-P-42,b,2012,4.64,14.348,"574,353","356,908",331.8,0.1107,,0,1155.0,2111.0,HATNet,Transit
HAT-P-43 b,HAT-P-43,b,2012,3.33,14.359,"574,793","357,182",210.4,0.0708,,0,1088.0,1990.0,HATNet,Transit
HAT-P-44 b,HAT-P-44,b,2014,4.3,13.922,"557,300","346,312",111.9,0.0417,,0,835.0,1535.0,HATNet,Transit
HAT-P-44 c,HAT-P-44,c,2014,872.2,13.0,"520,392","323,377",1271.3,0.5771,,0,,,W. M. Keck Observatory,Radial Velocity
HAT-P-45 b,HAT-P-45,b,2014,3.13,15.984,"639,842","397,604",283.5,0.069,,0,1379.0,2514.0,HATNet,Transit
HAT-P-46 b,HAT-P-46,b,2014,4.46,14.392,"576,114","358,003",156.7,0.0508,,0,1185.0,2165.0,HATNet,Transit
HAT-P-49 b,HAT-P-49,b,2014,2.69,17.822,"713,418","443,325",699.2,0.1361,,0,1858.0,3376.0,HATNet,Transit
HAT-P-5 b,HAT-P-5,b,2007,2.79,13.563,"542,929","337,381",311.5,0.1165,,0,1266.0,2311.0,HATNet,Transit
HAT-P-50 b,HAT-P-50,b,2015,3.12,14.437,"577,916","359,122",429.1,0.1416,,0,1589.0,2892.0,HATNet,Transit
HAT-P-51 b,HAT-P-51,b,2015,4.22,14.493,"580,157","360,515",98.2,0.0323,,0,919.0,1686.0,HATNet,Transit
HAT-P-52 b,HAT-P-52,b,2015,2.75,11.31,"452,741","281,338",260.0,0.1779,,0,945.0,1733.0,HATNet,Transit
HAT-P-53 b,HAT-P-53,b,2015,1.96,14.773,"591,366","367,480",471.7,0.1452,,0,1505.0,2741.0,HATNet,Transit
HAT-P-54 b,HAT-P-54,b,2015,3.8,10.581,"423,559","263,204",241.6,0.2029,,0,545.0,1013.0,HATNet,Transit
HAT-P-55 b,HAT-P-55,b,2015,3.59,13.249,"530,360","329,571",185.0,0.0789,,0,1040.0,1904.0,HATNet,Transit
HAT-P-56 b,HAT-P-56,b,2015,2.79,16.926,"677,551","421,036",734.2,0.1361,3515,0,1567.0,2853.0,HATNet,Transit
HAT-P-57 b,HAT-P-57,b,2015,2.47,19.504,"780,749","485,165",448.1,0.0603,,0,1927.0,3501.0,HATNet,Transit
HAT-P-6 b,HAT-P-6,b,2007,3.85,16.589,"664,061","412,654",419.5,0.1013,,0,1402.0,2556.0,HATNet,Transit
HAT-P-65 b,HAT-P-65,b,2016,2.61,21.185,"848,039","526,980",167.5,0.0174,,0,1657.0,3015.0,HATNet,Transit
HAT-P-66 b,HAT-P-66,b,2016,2.97,17.822,"713,418","443,325",248.9,0.0439,,0,1623.0,2953.0,HATNet,Transit
HAT-P-67 b,HAT-P-67,b,2017,4.81,23.371,"935,545","581,357",108.1,0.0094,,0,1630.0,2966.0,HATNet,Transit
HAT-P-69 b,HAT-P-69,b,2019,4.79,18.786,"752,007","467,304",1137.8,0.1851,2259.23,0,1657.0,3015.0,HATNet,Transit
HAT-P-7 b,HAT-P-7,b,2008,2.2,16.926,"677,551","421,036",584.8,0.1292,4353.41,0,2460.0,4460.0,HATNet,Transit
HAT-P-70 b,HAT-P-70,b,2019,2.74,20.961,"839,072","521,408",2154.9,0.2795,5561.01,0,2289.0,4152.0,HATNet,Transit
HAT-P-8 b,HAT-P-8,b,2008,3.08,15.693,"628,194","390,365",406.8,0.1031,,0,1427.0,2601.0,HATNet,Transit
HAT-P-9 b,HAT-P-9,b,2008,3.92,15.614,"625,031","388,400",238.1,0.0621,931,0,1267.0,2313.0,HATNet,Transit
HATS-1 b,HATS-1,b,2012,3.45,14.594,"584,200","363,028",589.6,0.1869,,0,1086.0,1987.0,HATSouth,Transit
HATS-10 b,HATS-10,b,2015,3.31,10.862,"434,808","270,194",167.2,0.127,,0,1134.0,2073.0,HATSouth,Transit
HATS-11 b,HATS-11,b,2016,3.62,18.03,"721,744","448,499",263.8,0.0572,,0,1323.0,2413.0,HATSouth,Transit
HATS-12 b,HATS-12,b,2016,3.14,7.76,"310,634","193,031",759.6,0.2033,,0,1173.0,2143.0,HATSouth,Transit
HATS-13 b,HATS-13,b,2015,3.04,13.585,"543,810","337,929",172.6,0.0684,,0,971.0,1780.0,HATSouth,Transit
HATS-14 b,HATS-14,b,2015,2.77,11.646,"466,191","289,696",340.4,0.2162,,0,1003.0,1837.0,HATSouth,Transit
HATS-15 b,HATS-15,b,2016,1.75,12.386,"495,814","308,103",689.7,0.3575,,0,1232.0,2250.0,HATSouth,Transit
HATS-16 b,HATS-16,b,2016,2.69,14.572,"583,320","362,480",1039.3,0.3376,,0,1319.0,2406.0,HATSouth,Transit
HATS-17 b,HATS-17,b,2016,16.25,8.709,"348,623","216,638",425.3,0.6352,72.7,0,541.0,1006.0,HATSouth,Transit
HATS-18 b,HATS-18,b,2016,0.84,14.897,"596,329","370,565",629.1,0.2027,2990,0,1796.0,3265.0,Multiple Observatories,Transit
HATS-2 b,HATS-2,b,2013,1.35,13.092,"524,075","325,665",427.5,0.1906,,0,1304.0,2379.0,HATSouth,Transit
HATS-22 b,HATS-22,b,2017,4.72,10.682,"427,602","265,716",870.9,0.706,,0,585.0,1085.0,HATSouth,Transit
HATS-23 b,HATS-23,b,2017,2.16,20.849,"834,589","518,622",467.2,0.0526,,0,1381.0,2518.0,HATSouth,Transit
HATS-24 b,HATS-24,b,2017,1.35,15.637,"625,952","388,972",718.3,0.1869,,0,1893.0,3439.0,HATSouth,Transit
HATS-25 b,HATS-25,b,2016,4.3,14.123,"565,346","351,311",194.8,0.069,,0,1004.0,1839.0,HATSouth,Transit
HATS-26 b,HATS-26,b,2016,3.3,19.616,"785,232","487,951",206.6,0.0278,,0,1645.0,2993.0,HATSouth,Transit
HATS-27 b,HATS-27,b,2016,4.64,16.814,"673,067","418,250",168.4,0.0327,,0,1386.0,2527.0,HATSouth,Transit
HATS-28 b,HATS-28,b,2016,3.18,13.384,"535,764","332,929",213.6,0.0871,,0,980.0,1796.0,HATSouth,Transit
HATS-29 b,HATS-29,b,2016,4.61,14.022,"561,303","348,799",207.5,0.0746,,0,939.0,1722.0,HATSouth,Transit
HATS-3 b,HATS-3,b,2013,3.55,15.48,"619,667","385,067",340.4,0.0926,,0,1375.0,2507.0,HATSouth,Transit
HATS-30 b,HATS-30,b,2016,3.17,13.171,"527,237","327,630",224.4,0.0985,,0,1141.0,2086.0,HATSouth,Transit
HATS-31 b,HATS-31,b,2016,3.38,18.383,"735,875","457,280",279.7,0.0441,,0,1550.0,2822.0,HATSouth,Transit
HATS-32 b,HATS-32,b,2016,2.81,14.0,"560,422","348,252",292.4,0.1053,,0,1164.0,2127.0,HATSouth,Transit
HATS-33 b,HATS-33,b,2016,2.55,13.787,"551,896","342,953",378.9,0.1434,,0,1156.0,2113.0,HATSouth,Transit
HATS-34 b,HATS-34,b,2016,2.11,16.029,"641,644","398,723",299.1,0.0726,,0,1172.0,2142.0,HATSouth,Transit
HATS-35 b,HATS-35,b,2016,1.82,16.41,"656,895","408,201",388.4,0.0878,,0,1764.0,3207.0,HATSouth,Transit
HATS-36 b,HATS-36,b,2018,4.18,12.92,"517,190","321,387",1022.1,0.3848,561,0,930.0,1706.0,HATSouth,Transit
HATS-37 A b,HATS-37 A,b,2020,4.33,6.793,"271,925","168,977",31.5,0.0998,229.7,0,812.0,1494.0,HATSouth,Transit
HATS-38 b,HATS-38,b,2020,4.38,6.882,"275,488","171,191",23.5,0.0731,464.7,0,1021.0,1870.0,HATSouth,Transit
HATS-39 b,HATS-39,b,2018,4.58,17.598,"704,451","437,753",200.2,0.0367,,0,1372.0,2502.0,HATSouth,Transit
HATS-4 b,HATS-4,b,2014,2.52,11.433,"457,665","284,397",420.5,0.2813,,0,1042.0,1908.0,HATSouth,Transit
HATS-40 b,HATS-40,b,2018,3.26,17.71,"708,934","440,539",505.3,0.0889,,0,1828.0,3322.0,HATSouth,Transit
HATS-41 b,HATS-41,b,2018,4.19,14.908,"596,770","370,838",3083.0,0.9256,,0,1437.0,2619.0,HATSouth,Transit
HATS-42 b,HATS-42,b,2018,2.29,15.693,"628,194","390,365",597.5,0.1506,,0,1583.0,2881.0,HATSouth,Transit
HATS-43 b,HATS-43,b,2018,4.39,13.227,"529,479","329,023",83.0,0.0347,,0,730.0,1346.0,HATSouth,Transit
HATS-44 b,HATS-44,b,2018,2.74,11.96,"478,761","297,507",178.0,0.1016,,0,888.0,1630.0,HATSouth,Transit
HATS-45 b,HATS-45,b,2018,4.19,14.415,"577,035","358,575",222.5,0.0744,,0,1245.0,2273.0,HATSouth,Transit
HATS-46 b,HATS-46,b,2018,4.74,10.122,"405,185","251,786",55.0,0.0508,,0,781.0,1438.0,HATSouth,Transit
HATS-47 b,HATS-47,b,2020,3.92,12.52,"501,178","311,437",117.3,0.0601,87.73,0,580.0,1076.0,HATSouth,Transit
HATS-48 A b,HATS-48 A,b,2020,3.13,8.967,"358,951","223,055",77.2,0.1069,137.6,0,682.0,1260.0,HATSouth,Transit
HATS-49 b,HATS-49,b,2020,4.15,8.575,"343,259","213,304",112.2,0.1789,80.45,0,562.0,1044.0,HATSouth,Transit
HATS-5 b,HATS-5,b,2014,4.76,10.223,"409,228","254,298",75.3,0.0708,,0,752.0,1386.0,HATSouth,Transit
HATS-50 b,HATS-50,b,2017,3.83,12.666,"507,022","315,068",124.0,0.0599,,0,,,HATSouth,Transit
HATS-51 b,HATS-51,b,2017,3.35,15.805,"632,677","393,151",244.1,0.0617,,0,1280.0,2336.0,HATSouth,Transit
HATS-52 b,HATS-52,b,2017,1.37,15.491,"620,107","385,341",711.9,0.1924,,0,1561.0,2842.0,HATSouth,Transit
HATS-53 b,HATS-53,b,2017,3.85,15.02,"601,253","373,624",189.1,0.055,,0,1039.0,1902.0,HATSouth,Transit
HATS-54 b,HATS-54,b,2019,2.54,11.96,"478,761","297,507",241.6,0.1397,,0,1352.0,2466.0,HATSouth,Transit
HATS-55 b,HATS-55,b,2019,4.2,14.022,"561,303","348,799",292.7,0.1065,,0,1094.0,2001.0,HATSouth,Transit
HATS-56 b,HATS-56,b,2019,4.32,18.921,"757,411","470,662",191.3,0.0281,,0,1629.0,2964.0,HATSouth,Transit
HATS-57 b,HATS-57,b,2019,2.35,12.767,"511,065","317,581",1000.2,0.4809,,0,1140.0,2084.0,HATSouth,Transit
HATS-58 A b,HATS-58 A,b,2019,4.22,12.274,"491,330","305,317",327.4,0.1742,,0,1448.0,2638.0,HATSouth,Transit
HATS-59 b,HATS-59,b,2018,5.42,12.621,"505,221","313,949",256.2,0.127,269,0,855.0,1571.0,HATSouth,Transit
HATS-59 c,HATS-59,c,2018,1422.0,12.3,"492,371","305,964",4036.4,2.1597,0.16,0,-97.0,-143.0,HATSouth,Radial Velocity
HATS-6 b,HATS-6,b,2015,3.33,11.187,"447,818","278,278",101.4,0.0724,,0,440.0,824.0,HATSouth,Transit
HATS-60 b,HATS-60,b,2018,3.56,12.924,"517,350","321,486",210.4,0.0975,903.9,0,1255.0,2291.0,HATSouth,Transit
HATS-61 b,HATS-61,b,2018,7.82,13.395,"536,204","333,202",1080.6,0.4483,374.2,0,953.0,1747.0,HATSouth,Transit
HATS-62 b,HATS-62,b,2018,3.28,11.825,"473,357","294,148",56.9,0.0138,387.4,0,964.0,1767.0,HATSouth,Transit
HATS-63 b,HATS-63,b,2018,3.06,13.529,"541,568","336,536",305.1,0.1216,634.1,0,1125.0,2057.0,HATSouth,Transit
HATS-64 b,HATS-64,b,2018,4.91,18.82,"753,368","468,150",305.1,0.0445,1711,0,1520.0,2768.0,HATSouth,Transit
HATS-65 b,HATS-65,b,2018,3.11,16.825,"673,508","418,524",260.9,0.0544,1178,0,1361.0,2482.0,HATSouth,Transit
HATS-66 b,HATS-66,b,2018,3.14,15.816,"633,117","393,425",1694.0,0.4247,2637,0,1725.0,3137.0,HATSouth,Transit
HATS-67 b,HATS-67,b,2018,1.61,18.887,"756,050","469,817",460.9,0.0679,3821,0,1920.0,3488.0,HATSouth,Transit
HATS-68 b,HATS-68,b,2018,3.59,13.809,"552,777","343,501",410.0,0.1554,1521,0,1468.0,2674.0,HATSouth,Transit
HATS-69 b,HATS-69,b,2018,2.23,10.593,"424,040","263,502",183.4,0.0835,466.6,0,1023.0,1873.0,HATSouth,Transit
HATS-7 b,HATS-7,b,2015,3.19,6.311,"252,630","156,987",38.1,0.1506,,0,811.0,1492.0,HATSouth,Transit
HATS-70 b,HATS-70,b,2019,1.89,15.513,"620,988","385,888",4100.0,1.2051,9110,0,2457.0,4455.0,HATSouth,Transit
HATS-72 b,HATS-72,b,2020,7.33,8.097,"324,124","201,414",39.9,0.0746,49.58,0,466.0,871.0,HATSouth,Transit
HATS-8 b,HATS-8,b,2015,3.58,9.785,"391,695","243,403",43.9,0.047,,0,1051.0,1924.0,HATSouth,Transit
HATS-9 b,HATS-9,b,2015,1.92,13.85,"554,418","344,521",266.0,0.1136,,0,1473.0,2683.0,HATSouth,Transit
HD 100546 b,HD 100546,b,2014,,77.342,"3,096,014","1,923,892",239000.0,0.5154,,0,,,Paranal Observatory,Imaging
HD 100655 b,HD 100655,b,2011,157.57,13.5,"540,407","335,814",511.7,0.2069,,0,,,Bohyunsan Optical Astronomical Observatory,Radial Velocity
HD 100777 b,HD 100777,b,2007,383.7,13.8,"552,416","343,277",327.4,0.1241,,0,,,La Silla Observatory,Radial Velocity
HD 10180 c,HD 10180,c,2010,5.76,3.68,"147,311","91,540",13.1,0.2613,,0,,,La Silla Observatory,Radial Velocity
HD 10180 d,HD 10180,d,2010,16.36,3.45,"138,104","85,819",11.8,0.2849,,0,,,La Silla Observatory,Radial Velocity
HD 10180 e,HD 10180,e,2010,49.75,5.39,"215,763","134,077",25.1,0.1599,,0,,,La Silla Observatory,Radial Velocity
HD 10180 f,HD 10180,f,2010,122.74,5.24,"209,758","130,346",23.9,0.1657,,0,,,La Silla Observatory,Radial Velocity
HD 10180 g,HD 10180,g,2010,604.67,4.91,"196,548","122,137",21.4,0.1802,,0,,,La Silla Observatory,Radial Velocity
HD 10180 h,HD 10180,h,2010,2205.0,9.4,"376,284","233,826",64.4,0.0773,,0,,,La Silla Observatory,Radial Velocity
HD 101930 b,HD 101930,b,2005,70.46,10.6,"424,320","263,676",79.5,0.0666,,0,,,La Silla Observatory,Radial Velocity
HD 102117 b,HD 102117,b,2005,20.81,8.47,"339,056","210,692",54.0,0.0887,,0,,,La Silla Observatory,Radial Velocity
HD 102195 b,HD 102195,b,2006,4.11,14.2,"568,428","353,227",130.3,0.0454,,0,,,Kitt Peak National Observatory,Radial Velocity
HD 102272 b,HD 102272,b,2008,127.58,12.9,"516,389","320,889",1570.1,0.7296,,0,,,McDonald Observatory,Radial Velocity
